FName,LName,Gender,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
Heide,Butterworth,M,918,1000270,CLAREMORE,OK,74019,M,N,24500,6.25,0,2000,0
Khosrow,Lortz,M,410,1002620,SILVER SPRING,MD,20907,S,Y,46000,4.75,2400,0,2400
Lory,Magnusson,F,956,1000826,CORPUS CHRISTI,TX,78476,M,N,8000,0.0,0,0,0
David,Tuthill,M,406,1007165,WINIFRED,MT,59489,S,Y,73500,6.9,1900,0,1900
Takuji,Turkedjiev,F,501,1001469,FORT SMITH,AR,72902,S,Y,90500,7.0,20,0,20
Maja,Kirkwood,F,856,1000706,HAWORTH,NJ,7641,M,N,50000,1.873125,0,2000,0
Raymonde,Kerchoff,F,559,1001616,VERDUGO CITY,CA,91046,M,N,91000,9.3,0,174,0
Anelise,Wahba,M,508,1001811,BROOKLINE,MA,2446,S,Y,68500,5.3,3575,0,1000
Anish,Baroglio,F,808,1011504,NAALEHU,HI,96772,M,N,40500,8.25,0,2080,0
Parris,Pietak,M,918,1003397,CHESTER,OK,73838,M,N,89000,6.25,0,2000,0
Lijia,Majetic,M,276,1002114,VIRGINIA BEACH,VA,23466,S,Y,72000,5.75,900,0,900
Myongsu,Bhashyam,F,919,1001677,DURHAM,NC,27711,M,N,63500,7.0646853,0,6600,0
Tooru,Gofman,F,229,1001328,MINERAL BLUFF,GA,30559,M,N,48500,6.0,0,5400,0
Cristine,Broll,M,406,1004813,MANHATTAN,MT,59741,M,N,46500,6.9,0,3800,0
Shahrouz,Chuat,F,907,1016469,HOPE,AK,99605,M,N,2000,0.0,0,0,0
Kaizhi,Altepeter,M,939,1004388,MAYAGUEZ,PR,680,M,N,89000,0.0,0,0,0
Jinjoo,Alborghetti,M,864,1001332,NORTH CHARLESTON,SC,29419,S,Y,31000,7.0,3300,0,3300
Berardo,Akaho,F,406,1018542,GLEN,MT,59732,M,N,85500,6.9,0,3800,0
Hans,Lanka,F,406,1001051,FORT BENTON,MT,59442,S,Y,58000,6.9,1900,0,1900
Sergei,Toida,F,410,1001567,LEXINGTON PARK,MD,20653,S,Y,77500,4.75,2400,0,2400
Truong,Cooke,F,202,1014669,WASHINGTON,DC,20470,S,Y,1000,4.5,1370,0,1370
Gen,Calbrix,F,701,1011395,SELFRIDGE,ND,58568,S,Y,87500,2.770032,3300,0,3300
Floor,Barjaktarovic,F,920,1000262,ATHENS,WI,54411,S,Y,58000,5.4541616,700,0,400
Alfs,Bruss,F,847,1000142,OMAHA,IL,62871,M,N,71500,3.0,0,4000,0
Gopi,Croitoru,M,304,1020932,HUNTINGTON,WV,25721,S,Y,28000,4.26,2000,0,2000
Soung,Barthelemy,F,918,1002982,COLBERT,OK,74733,S,Y,34000,6.25,1000,0,1000
Ramachendra,Strohmeir,F,802,1005746,NORTON,VT,5907,M,N,64000,4.278435,0,6600,0
Reva,Terrel,F,401,1017552,SLOCUM,RI,2877,M,N,89500,0.0,0,0,0
Huzur,Melter,M,317,1001820,ALBANY,IN,47320,M,N,19500,3.4,0,2000,0
Gaylin,Regan,F,706,1000331,WADLEY,GA,30477,M,N,73000,6.0,0,5400,0
Soloman,Partsch,F,617,1000344,SOUTH DEERFIELD,MA,1373,S,Y,30000,5.3,3575,0,1000
Pascal,Unemi,F,334,1003776,THOMASVILLE,AL,36784,S,N,70500,5.0,1500,0,0
Gianfranco,Ullrich,M,304,1018632,SALT ROCK,WV,25559,S,Y,36500,4.855,2000,0,2000
Shaogang,Matsuyama,F,781,1000647,BOSTON,MA,2127,M,N,70500,5.3,0,7150,0
Jermy,Iyengar,F,502,1000614,ADAMS,KY,41201,M,N,86500,6.0,0,40,0
Foong,Albicki,M,302,1006396,KIRKWOOD,DE,19708,S,Y,99000,5.95,110,0,110
Elspeth,Capon,M,601,1002494,WALLS,MS,38680,M,N,50500,5.0,0,12000,0
Angotti,Bentzien,M,979,1001720,DALLAS,TX,75215,M,N,42000,0.0,0,0,0
Ryuji,Malara,M,863,1000093,TITUSVILLE,FL,32781,S,Y,2500,0.0,0,0,0
Jafar,Jahnichen,M,347,1000038,EAST MEREDITH,NY,13757,M,N,82500,4.431555,0,0,0
Nada,Brandsma,F,862,1000391,GIBBSBORO,NJ,8026,S,Y,70500,2.196427,1000,0,1500
Magdy,Bale,F,208,1002467,CASTLEFORD,ID,83321,S,Y,1500,1.6967996,3300,0,3300
Sujal,Caneve,F,910,1001767,SPEED,NC,27881,M,N,16500,6.0786715,0,6600,0
Maire,Zueger,M,307,1010289,HULETT,WY,82720,S,N,62500,0.0,0,0,0
Douglas,Vondran,F,870,1005578,LITTLE ROCK,AR,72211,M,N,54000,7.0,0,40,0
Naohisa,Skatulla,F,785,1002415,ESBON,KS,66941,M,N,16500,3.795,0,4500,0
Marwan,Verhaegen,F,763,1002178,SAINT PAUL,MN,55104,M,N,85500,7.85,0,6600,0
Liang,Cedergren,F,641,1001743,MORAVIA,IA,52571,S,Y,79500,8.98,40,0,40
Nedo,Pampoukis,F,302,1006843,BETHEL,DE,19931,M,N,98000,5.95,0,220,0
Marek,Igata,F,308,1004316,KENESAW,NE,68956,S,Y,17500,5.24166,103,0,103
Arijit,Lavoie,F,406,1000365,THOMPSON FALLS,MT,59873,S,Y,8500,4.153448,1900,0,1900
Allen,Fujinami,F,864,1005305,SALLEY,SC,29137,S,Y,26000,7.0,3300,0,3300
Detlef,Lovell,M,517,1003706,GAYLORD,MI,49735,M,N,38000,3.9,0,6200,0
Terresa,Box,F,860,1001873,BETHEL,CT,6801,M,N,66000,5.0,0,24500,0
Tianqing,Gilhooly,F,979,1000889,SAN ANTONIO,TX,78263,S,Y,47500,0.0,0,0,0
Akito,Giacomo,M,401,1008134,PROVIDENCE,RI,2907,M,N,89500,0.0,0,0,0
Mahir,Hilliard,M,617,1001391,FOXBORO,MA,2035,S,Y,86500,5.3,3575,0,1000
Osten,Matheson,M,304,1019488,WHITE SULPHUR SPRINGS,WV,24961,S,Y,54000,6.08,2000,0,2000
Sigeru,Cen,F,808,1013658,SCHOFIELD BARRACKS,HI,96857,M,N,42500,8.25,0,2080,0
Nanda,Newton,M,402,1008602,NORTH BEND,NE,68649,M,N,35500,6.84,0,206,0
Jackson,Pokoski,F,701,1000966,DEVILS LAKE,ND,58301,S,Y,84000,2.729459,3300,0,3300
Aksel,Noice,M,907,1015573,WALES,AK,99783,S,Y,67500,0.0,0,0,0
Babu,Challis,M,763,1000970,SPRING LAKE,MN,56680,M,N,55500,7.217129,0,6600,0
Masum,Averboch,M,406,1014612,MISSOULA,MT,59806,M,N,100000,6.9,0,3800,0
Alco,Faust,F,605,1006730,BALTIC,SD,57003,M,N,77000,0.0,0,0,0
Chris,Zisserman,F,435,1004416,MAPLETON,UT,84664,M,N,96500,7.0,0,4950,0
Junas,Ishizuka,M,219,1004394,RIDGEVILLE,IN,47380,M,N,82500,3.4,0,2000,0
Jeri,Husband,M,803,1001052,GREENVILLE,SC,29617,S,Y,36000,7.0,3300,0,3300
Grigoris,Orozco,F,207,1015096,HOULTON,ME,4730,M,N,76000,8.5,0,5700,0
Hidetsugu,Terlouw,M,507,1001508,MINNEAPOLIS,MN,55429,S,Y,6500,5.35,3300,0,3300
Yoshiji,Mahmud,F,507,1001757,MIDDLE RIVER,MN,56737,S,Y,36500,6.203255,3300,0,3300
Voratas,Choinski,F,505,1003418,CUERVO,NM,88417,S,Y,52500,5.3,3300,0,3300
Shamkant,Bellmore,F,801,1006673,OREM,UT,84097,M,N,13000,7.0,0,4950,0
Bulent,Babcock,F,202,1014920,WASHINGTON NAVY YARD,DC,20374,M,N,88500,9.0,0,2740,0
Keld,Kaack,F,320,1000012,WHITE EARTH,MN,56591,S,Y,6500,5.35,3300,0,3300
Gongxian,Trung,M,201,1000992,HAMMONTON,NJ,8037,S,Y,47500,1.8336979,1000,0,1500
Soazig,Khosla,F,516,1000263,NEWTON FALLS,NY,13666,M,N,80500,4.4199696,0,0,0
Xinhau,Simone,F,712,1000099,SIOUX RAPIDS,IA,50585,M,N,15500,2.556952,0,80,0
Luise,Yoccoz,F,785,1001596,LAWRENCE,KS,66045,M,N,72500,6.45,0,4500,0
Vecheslav,Lambe,M,781,1000833,BOSTON,MA,2108,S,Y,76500,5.3,3575,0,1000
Kev,Kombarov,M,603,1019184,LANCASTER,NH,3584,M,N,37500,0.0,0,0,0
Shiro,Nitta,M,914,1000424,LE ROY,NY,14482,M,N,61500,4.3099084,0,0,0
LuoQuan,Hudlicka,F,501,1003015,FLIPPIN,AR,72634,S,Y,87500,7.0,20,0,20
Rahul,Backus,M,860,1007972,SALEM,CT,6420,M,N,89000,5.0,0,24500,0
Demetrios,Diener,M,309,1001196,DALLAS CITY,IL,62330,M,N,14000,3.0,0,4000,0
Lucja,Peroz,M,939,1001975,SAN JUAN,PR,933,M,N,89500,0.0,0,0,0
Muli,Meeson,F,816,1001734,FRANKFORD,MO,63441,M,N,35500,6.0,0,4200,0
Wagdy,Canto,F,435,1000764,WOODRUFF,UT,84086,M,N,21000,7.0,0,4950,0
Keshab,L'Ecuyer,M,252,1000693,STAR,NC,27356,M,N,21000,6.173077,0,6600,0
Arra,Rivenburgh,F,702,1010011,CARLIN,NV,89822,M,N,56000,0.0,0,0,0
Shelby,Pinheiro,M,704,1001716,RALEIGH,NC,27612,S,Y,15500,6.0576925,3300,0,3300
Amichai,Dickmanns,M,401,1017154,HOPE VALLEY,RI,2832,S,Y,64000,0.0,0,0,0
Alfio,Scopinich,F,253,1001512,KENT,WA,98030,S,Y,49000,0.0,0,0,0
Kirsteen,Weiland,M,907,1003186,KODIAK,AK,99619,M,N,61000,0.0,0,0,0
Haina,Kleyle,M,405,1004767,OKLAHOMA CITY,OK,73119,S,Y,80500,6.25,1000,0,1000
Kangwoo,Best,M,563,1002649,GOODELL,IA,50439,M,N,30000,4.795432,0,80,0
Keitaro,Draves,M,907,1003712,WHITTIER,AK,99693,M,N,36000,0.0,0,0,0
Cindy,Lockwood,F,207,1001916,CROUSEVILLE,ME,4738,M,N,10000,4.5857663,0,5700,0
Randolph,Pavlovsky,M,802,1013964,PLYMOUTH,VT,5056,M,N,44500,3.8904736,0,6600,0
Baoling,Zabih,M,715,1001361,EAST ELLSWORTH,WI,54010,M,N,27000,4.9155326,0,1400,0
Lem,Aponte,M,423,1002694,GREENEVILLE,TN,37745,S,Y,58500,0.0,0,0,0
Wissal,Spinner,M,860,1005711,HARTFORD,CT,6161,M,N,65500,5.0,0,24500,0
Brij,Kolvik,M,605,1011202,WANBLEE,SD,57577,S,Y,42000,0.0,0,0,0
Terence,Ege,F,262,1002236,BAY CITY,WI,54723,S,Y,75500,5.758227,700,0,400
Meikel,Eckstein,F,240,1001579,OCEAN CITY,MD,21843,S,Y,25000,4.75,2400,0,2400
Lichun,Cyre,F,918,1005154,WYNONA,OK,74084,M,N,44500,6.25,0,2000,0
Kritchalach,Tomas,M,857,1001908,EAST BRIDGEWATER,MA,2333,M,N,10000,5.3,0,7150,0
Lone,Lavecchia,M,801,1001889,DUGWAY,UT,84022,S,Y,72000,7.0,2475,0,2475
Huizhu,Strater,M,812,1003797,ANDERSON,IN,46013,S,Y,85000,3.4,1000,0,1000
Tzyh,Praeger,F,314,1001292,OZARK,MO,65721,M,N,36500,6.0,0,4200,0
Shuetsu,Mendelsohn,F,859,1000804,OLYMPIA,KY,40358,M,N,28000,3.3888888,0,40,0
Petr,Heiser,M,662,1000999,PORTERVILLE,MS,39352,S,Y,79500,5.0,6000,0,1500
Becky,Middeldorp,F,843,1000156,GRESHAM,SC,29546,M,N,69500,7.0,0,6600,0
Amer,Seredynski,F,864,1005741,LANCASTER,SC,29720,S,Y,13500,7.0,3300,0,3300
Hosaker,Xanthopoulos,F,401,1018153,ADAMSVILLE,RI,2801,M,N,13000,0.0,0,0,0
Richardo,Dussa,F,769,1000199,BLUE MOUNTAIN,MS,38610,M,N,67500,5.0,0,12000,0
Wataru,Langetepe,F,207,1001346,EAST ORLAND,ME,4431,S,N,29000,8.5,2850,0,0
Leif,Pols,M,770,1001122,OMAHA,GA,31821,S,Y,27500,6.0,2700,0,3000
Narendra,Lenowitz,M,202,1002538,WASHINGTON,DC,20406,M,N,87000,9.0,0,2740,0
Bahaa,Lotfi,F,205,1004716,MOBILE,AL,36688,S,Y,7000,5.0,1500,0,300
Shengchang,Ponthieu,F,504,1002212,SORRENTO,LA,70778,M,N,2000,2.0,0,9000,0
Huzur,Mauboussin,M,562,1002567,POMONA,CA,91766,M,N,90000,9.3,0,174,0
Minkoo,Decleir,F,208,1016471,COOLIN,ID,83821,S,Y,71500,7.8,3300,0,3300
Marit,Guha,M,870,1002441,VENDOR,AR,72683,S,Y,57500,7.0,20,0,20
Amaryllis,Aboulnasr,F,603,1001799,DANBURY,NH,3230,S,Y,10500,0.0,0,0,0
Tieng,Scardovelli,F,615,1002271,SPRING CITY,TN,37381,M,N,80500,0.0,0,0,0
Malini,Carroll,F,269,1003415,COLUMBIAVILLE,MI,48421,M,N,23500,3.9,0,6200,0
Cristobal,Cui,M,330,1000974,MC CLURE,OH,43534,M,N,22000,1.2763128,0,2600,0
Dorota,Pulkowski,M,401,1003688,OAKLAND,RI,2858,S,Y,90500,0.0,0,0,0
Jud,Baba,M,260,1002115,AURORA,IN,47001,S,Y,34500,3.4,1000,0,1000
Pinar,Oerlemans,M,971,1004213,PORTLAND,OR,97272,M,N,97500,9.0,0,318,0
Quentin,Tisato,F,505,1009777,CLOVIS,NM,88101,S,Y,37000,5.3,3300,0,3300
Muzhong,Welsch,M,719,1004595,HUDSON,CO,80642,M,N,50000,4.63,0,0,0
Motohide,Menezes,F,206,1001431,DAYTON,WA,99328,M,N,41000,0.0,0,0,0
Petar,Gunderson,F,540,1000199,REMINGTON,VA,22734,S,Y,97000,5.75,900,0,900
Katsunobu,Holenderski,F,802,1006845,SOUTH NEWFANE,VT,5351,S,Y,68000,4.358017,3300,0,3300
Enrico,Aikins,M,802,1013769,MONTGOMERY CENTER,VT,5471,M,N,85000,4.69624,0,6600,0
Amr,Zampieri,M,865,1000114,MEMPHIS,TN,38103,M,N,11500,0.0,0,0,0
Jayme,Stenstrom,M,435,1001246,SANDY,UT,84093,M,N,69500,7.0,0,4950,0
Vania,Slahor,F,425,1003419,PESHASTIN,WA,98847,M,N,55500,0.0,0,0,0
Pini,Hertzberg,M,609,1001898,BORDENTOWN,NJ,8505,M,N,62000,2.062375,0,2000,0
Stefanos,Bittel,M,479,1002779,LONOKE,AR,72086,S,Y,40500,7.0,20,0,20
Shlomo,Gottlieb,F,808,1014065,PEPEEKEO,HI,96783,M,N,47500,8.25,0,2080,0
Zhoujun,Gerdt,M,702,1003009,MANHATTAN,NV,89022,S,N,23500,0.0,0,0,0
Ramo,Walinsky,F,302,1015190,SAINT GEORGES,DE,19733,M,N,80500,5.95,0,220,0
Fumiyo,Koitz,M,980,1001217,CAMP LEJEUNE,NC,28542,S,Y,77500,7.358392,3300,0,3300
Damodar,Lybanon,F,202,1007951,WASHINGTON,DC,20241,S,Y,95000,9.0,1370,0,1370
Pramod,Karthikeyan,F,240,1003726,POWELLVILLE,MD,21852,M,N,44500,4.75,0,4800,0
Amin,Burtschick,M,406,1002100,HELMVILLE,MT,59843,S,Y,60000,6.9,1900,0,1900
Marcelo,Court,F,307,1001856,LARAMIE,WY,82073,M,N,10500,0.0,0,0,0
Boalin,Cusack,F,845,1000559,NEW KINGSTON,NY,12459,S,Y,64500,4.3272867,0,0,1000
Mikito,Tacic,F,603,1000183,NEWPORT,NH,3773,M,N,73500,0.0,0,0,0
Guangwei,Stiliadis,F,401,1005439,HOPE,RI,2831,S,Y,71000,0.0,0,0,0
Cleve,Jelasity,F,620,1003061,LECOMPTON,KS,66050,M,N,54000,6.45,0,4500,0
Theis,Meuser,F,775,1009835,CARSON CITY,NV,89705,M,N,21500,0.0,0,0,0
Carmen,Hofer,M,443,1003780,OLDTOWN,MD,21555,S,Y,4000,4.75,2400,0,2400
Francine,Nagashima,F,248,1001972,WHITE PIGEON,MI,49099,M,N,33000,3.9,0,6200,0
Yongwha,Freundlich,F,404,1002285,MOUNT BERRY,GA,30149,M,N,56500,6.0,0,5400,0
Miguel,Cosmadopoulos,F,314,1001082,EDGERTON,MO,64444,M,N,49000,6.0,0,4200,0
Yoshito,McClurg,F,712,1003781,CONRAD,IA,50621,S,Y,53000,8.346125,40,0,40
Fedor,Isahara,M,407,1000954,ORLANDO,FL,32820,M,N,74500,0.0,0,0,0
Koveos,Kerr,F,208,1010759,IRWIN,ID,83428,S,Y,41000,7.8,3300,0,3300
Boonsieng,Gryl,F,862,1000207,NEWARK,NJ,7108,S,Y,15000,1.4,1000,0,1500
Aman,Sievert,M,361,1000310,CONROE,TX,77304,M,N,7500,0.0,0,0,0
Marek,Uellner,F,985,1003422,MONROE,LA,71212,S,Y,27000,6.0,4500,0,1000
Heekyoung,Rapps,M,540,1002614,CASANOVA,VA,20139,M,N,43000,5.75,0,1800,0
Gopi,Croitoru,M,361,1001522,CANYON,TX,79016,S,Y,43000,0.0,0,0,0
Ayellet,Bocca,M,808,1013941,KALAHEO,HI,96741,S,Y,34500,7.2585526,1040,0,1040
Averill,Straney,M,802,1002349,FAIRFAX,VT,5454,M,Y,68000,4.358017,0,6600,3300
Jieh,Hoogewijs,F,251,1002138,LAFAYETTE,AL,36862,M,N,38500,5.0,0,3000,0
Michal,Thomasset,F,678,1001323,DANIELSVILLE,GA,30633,M,N,6000,5.2,0,5400,0
Elwin,Kallman,F,773,1000876,BATAVIA,IL,60510,M,N,85000,3.0,0,4000,0
Volkhard,Raither,F,562,1002863,SAN PEDRO,CA,90732,S,Y,3500,1.0,87,0,272
Irwin,Hentze,M,843,1000964,CONWAY,SC,29528,S,Y,92500,7.0,3300,0,3300
Rong,Schaap,M,219,1002574,NEW MIDDLETOWN,IN,47160,S,Y,11500,3.4,1000,0,1000
Narjes,Sauers,F,636,1001682,NOEL,MO,64854,S,Y,50000,6.0,2100,0,1200
Tru,Seipel,F,502,1001872,SAINT HELENS,KY,41368,M,N,36000,3.8333335,0,40,0
Tuncer,Rein,M,224,1000753,HINCKLEY,IL,60520,M,N,17000,3.0,0,4000,0
Darse,Kabir,F,801,1002289,HINCKLEY,UT,84635,S,Y,4500,7.0,2475,0,2475
Svetozara,Berild,M,845,1000805,ROCHESTER,NY,14610,M,N,80000,4.4170732,0,0,0
Indradeep,Dou,M,302,1009306,NEW CASTLE,DE,19721,S,Y,37500,4.415909,110,0,110
Gyungho,Ateniese,F,307,1002303,EMBLEM,WY,82422,S,Y,88000,0.0,0,0,0
Bei,Toman,M,505,1015269,ARROYO HONDO,NM,87513,M,N,74000,5.3,0,6600,0
Boonsieng,Gryl,F,701,1001403,MINOT,ND,58703,M,N,6000,2.1,0,6600,0
Hendry,Leibs,M,608,1001026,WESTFIELD,WI,53964,S,Y,71500,5.6887264,700,0,400
Yousri,Zobel,F,603,1006826,WESTMORELAND,NH,3467,S,Y,33500,0.0,0,0,0
Josh,Colnaric,F,787,1008933,PONCE,PR,717,S,Y,100000,0.0,0,0,0
Calton,Heyman,M,562,1003717,SAN MATEO,CA,94403,S,Y,6000,1.0,87,0,272
Ramachenga,D'Hooge,M,802,1012171,BRATTLEBORO,VT,5303,M,N,35000,3.7014668,0,6600,0
Joonoo,Heisel,F,641,1003970,DES MOINES,IA,50304,S,Y,1500,0.39566132,40,0,40
Suhas,Billingsley,F,517,1002274,EMMETT,MI,48022,M,N,65000,3.9,0,6200,0
Naren,Berglund,M,305,1000594,OCALA,FL,34478,S,Y,52500,0.0,0,0,0
Lia,Khetawat,M,339,1000919,READVILLE,MA,2137,M,N,79500,5.3,0,7150,0
Sanggoo,Bann,F,401,1006719,RIVERSIDE,RI,2915,S,N,7500,0.0,0,0,0
Hongbo,Traupe,F,330,1001349,STRYKER,OH,43557,S,Y,61000,2.5709128,1300,0,1300
Weining,Gurk,M,423,1003871,MANCHESTER,TN,37355,S,Y,7000,0.0,0,0,0
Subhas,Hiromitsu,F,504,1002256,CALVIN,LA,71410,S,Y,4500,2.0,4500,0,1000
Geraud,Mitter,M,302,1001927,NEWARK,DE,19712,M,N,65000,5.95,0,220,0
Hiromi,Widera,F,207,1000266,MATINICUS,ME,4851,M,N,89500,8.5,0,5700,0
Tsuneharu,Abello,F,319,1003587,BREDA,IA,51436,M,N,87000,8.98,0,80,0
Hafeda,Cattrall,M,619,1000063,MORENO VALLEY,CA,92557,M,N,97500,9.3,0,174,0
Melvin,Takagi,F,603,1008188,FREEDOM,NH,3836,S,N,84500,0.0,0,0,0
Haldon,Pien,F,307,1004942,CASPER,WY,82609,S,Y,97000,0.0,0,0,0
Zoe,Manocha,F,810,1000847,PARADISE,MI,49768,S,Y,29000,3.9,3100,0,3100
Yildiray,Kaly,F,316,1004863,ABILENE,KS,67410,S,Y,71500,6.45,2250,0,2250
Corina,Rubey,M,208,1013641,REUBENS,ID,83548,M,N,41000,7.8,0,6600,0
Ravinder,Chaudhury,F,325,1000879,HARDIN,TX,77561,S,Y,91500,0.0,0,0,0
Khalil,Varker,M,304,1014508,LITTLETON,WV,26581,M,N,5500,3.0,0,4000,0
Yulun,Vanderbilt,F,928,1003136,TUCSON,AZ,85716,M,N,40500,3.3427498,0,4200,0
Shoshana,Heuser,M,939,1002410,ARROYO,PR,714,M,N,97000,0.0,0,0,0
Joxan,Grospietsch,M,469,1000615,PREMONT,TX,78375,M,N,25000,0.0,0,0,0
Zhongwei,Stessman,M,401,1007139,ASHAWAY,RI,2804,S,Y,31000,0.0,0,0,0
Abdelsalam,Wadia,F,336,1000217,TURNERSBURG,NC,28688,S,Y,93500,7.694056,3300,0,3300
Darice,Holmberg,M,308,1009955,DIXON,NE,68732,M,N,67000,6.84,0,206,0
Kristine,Urbach,M,731,1001649,COLUMBIA,TN,38402,M,N,35000,0.0,0,0,0
Ethan,Begiun,M,208,1016022,HAILEY,ID,83333,M,N,43500,7.8,0,6600,0
Jurjen,Coron,M,419,1001138,BLAKESLEE,OH,43505,M,N,35500,1.7244437,0,2600,0
Muhammad,Fregonese,M,870,1000438,LITTLE ROCK,AR,72231,M,N,8500,2.219314,0,40,0
Florent,Rajkumar,F,781,1001553,NORTH EASTON,MA,2356,S,Y,75500,5.3,3575,0,1000
Duane,Habasinski,M,330,1001762,BERLIN CENTER,OH,44401,S,Y,87000,3.4339795,1300,0,1300
Fuhua,Feldmann,M,939,1004631,MAUNABO,PR,707,M,N,65500,0.0,0,0,0
Harngdar,Ostertag,F,605,1001157,WEBSTER,SD,57274,M,N,65000,0.0,0,0,0
Rade,Lanet,F,228,1000774,CONEHATTA,MS,39057,M,N,49500,5.0,0,12000,0
Dipak,Kranzdorf,F,856,1001004,SOUTH DENNIS,NJ,8245,S,Y,87000,2.456646,1000,0,1500
Fytton,Greenawalt,M,904,1000977,CLEARWATER,FL,33756,S,N,4000,0.0,0,0,0
Jeanleah,Yavatkar,F,251,1000587,CLEVELAND,AL,35049,S,Y,68500,5.0,1500,0,300
Thiagarajan,Giloi,M,828,1000222,CRESTON,NC,28615,S,Y,74000,7.284965,3300,0,3300
Iabelle,Berqvist,F,567,1000059,WESTFIELD CENTER,OH,44251,S,Y,34500,1.6912488,1300,0,1300
Aravind,Studzinski,F,971,1000716,PORTLAND,OR,97242,M,N,66000,9.0,0,318,0
Gada,Kermode,F,765,1001054,HEBRON,IN,46341,S,Y,62000,3.4,1000,0,1000
Yuichi,Rowland,F,304,1014512,ADRIAN,WV,26210,S,Y,33000,4.61,2000,0,2000
Taekyoung,Businaro,F,336,1001528,DURHAM,NC,27717,S,Y,3500,6.0,3300,0,3300
Yoelle,Yijun,M,802,1013845,BRATTLEBORO,VT,5301,S,Y,3000,3.6,3300,0,3300
Upender,Haftevani,M,603,1015116,KEENE,NH,3435,M,N,18000,0.0,0,0,0
Georges,Varsek,F,701,1002018,RUTLAND,ND,58067,S,Y,87500,2.770032,3300,0,3300
Karlheinz,Dowell,F,267,1001249,RICHFIELD,PA,17086,M,N,38000,3.07,0,0,0
Grigory,Kubitz,F,605,1010476,WAKONDA,SD,57073,M,N,22000,0.0,0,0,0
Jahnavi,Hershko,F,610,1001996,SHINGLEHOUSE,PA,16748,M,N,22500,3.07,0,0,0
Faraz,Tennenhouse,M,605,1007403,FAITH,SD,57626,M,Y,64000,0.0,0,0,0
Jue,Luft,F,224,1001010,LOWPOINT,IL,61545,S,Y,90500,3.0,2000,0,2000
Qingzhou,Mihoubi,M,862,1000417,HIGHLANDS,NJ,7732,S,Y,35000,1.6365625,1000,0,1500
Zhang,Middleditch,M,775,1003069,LAS VEGAS,NV,89170,M,N,87500,0.0,0,0,0
Fernand,Stanfill,F,636,1001117,LAKE OZARK,MO,65049,M,N,45500,6.0,0,4200,0
Ada,Bergman,F,215,1000243,MACUNGIE,PA,18062,M,N,89500,3.07,0,0,0
Mervin,Haake,M,435,1007672,SALT LAKE CITY,UT,84103,M,N,98500,7.0,0,4950,0
Jurij,Pirk,M,860,1001304,GUILFORD,CT,6437,M,N,26000,5.0,0,24500,0
Vincent,Nitsch,M,718,1001338,COLD BROOK,NY,13324,M,N,56000,4.2780485,0,0,0
Tetsuro,Laske,F,947,1001585,OXFORD,MI,48370,S,Y,63000,3.9,3100,0,3100
Vladik,Rick,F,828,1002331,HASSELL,NC,27841,M,N,100000,7.8304195,0,6600,0
Cirano,Lenders,F,603,1010676,PIERMONT,NH,3779,M,N,35500,0.0,0,0,0
ShengLi,Pettis,M,718,1000607,MAYBROOK,NY,12543,M,N,39500,4.1824694,0,0,0
Dale,Nessett,F,864,1002564,ULMER,SC,29849,M,N,83000,7.0,0,6600,0
Ubbo,Ede,M,775,1004476,LAS VEGAS,NV,89126,S,Y,79000,0.0,0,0,0
Amit,Waack,F,402,1008858,STRATTON,NE,69043,S,Y,2000,2.56,103,0,103
Keijiro,Deter,F,228,1001356,INVERNESS,MS,38753,S,Y,33500,5.0,6000,0,1500
Tatsuo,Berczuk,M,574,1002456,LAPEL,IN,46051,S,Y,62500,3.4,1000,0,1000
Subra,Weidenbach,F,308,1004059,ONG,NE,68452,S,Y,82500,6.84,103,0,103
Sarosh,Galatescu,M,614,1000892,HOMERVILLE,OH,44235,M,N,23500,1.3261051,0,2600,0
Marlene,Faustini,F,859,1000676,LOUISVILLE,KY,40269,S,Y,93500,6.0,20,0,20
Yongmao,Schmitz,F,702,1008669,RENO,NV,89511,M,N,85500,0.0,0,0,0
Hiroyoshi,Reed,M,939,1008196,CAYEY,PR,736,S,Y,38000,0.0,0,0,0
Thad,Kaminka,M,785,1002090,WESTPHALIA,KS,66093,S,Y,19000,4.286667,2250,0,2250
Knut,Gluchowski,M,313,1000219,PETERSBURG,MI,49270,S,Y,62000,3.9,3100,0,3100
Nasser,Goni,M,702,1003868,LAS VEGAS,NV,89139,M,N,63000,0.0,0,0,0
Aju,Messabih,M,515,1002914,KEOTA,IA,52248,S,Y,72500,8.98,40,0,40
Jeongyoujng,Sutton,M,513,1001166,GROVEPORT,OH,43196,M,N,71500,2.9194589,0,2600,0
Phobe,Goswami,F,503,1005047,MYRTLE POINT,OR,97458,S,Y,39500,9.0,159,0,159
Detmar,Herley,F,505,1006783,SANOSTEE,NM,87461,M,N,3000,1.7,0,6600,0
Kendall,Mukund,F,401,1017554,PROVIDENCE,RI,2905,S,Y,57000,0.0,0,0,0
Maniel,Gerlhof,F,276,1002621,CHANTILLY,VA,20153,M,N,22000,5.75,0,1800,0
Avishai,Moorman,F,859,1004147,LEXINGTON,KY,40575,S,Y,11000,2.4444444,20,0,20
Kalle,Karlin,M,541,1003099,HELIX,OR,97835,S,Y,63500,9.0,159,0,159
